?supname	?sup	?subname	?sub
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"plexiform layer of TuStr"	<http://purl.obolibrary.org/obo/DMBA_15863>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticoid layer of TuStr"	<http://purl.obolibrary.org/obo/DMBA_15864>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"polymorph layer of TuStr"	<http://purl.obolibrary.org/obo/DMBA_15865>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"striatal islands of Calleja"	<http://purl.obolibrary.org/obo/DMBA_15866>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subpallial amygdala"	<http://purl.obolibrary.org/obo/DMBA_15867>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"striatal amygdala"	<http://purl.obolibrary.org/obo/DMBA_15868>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of AStr"	<http://purl.obolibrary.org/obo/DMBA_15869>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of AStr"	<http://purl.obolibrary.org/obo/DMBA_15870>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of AStr"	<http://purl.obolibrary.org/obo/DMBA_15871>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"amygdalo-striatal transition"	<http://purl.obolibrary.org/obo/DMBA_15872>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of AStr"	<http://purl.obolibrary.org/obo/DMBA_15873>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"central amygdalar nucleus, lateral part"	<http://purl.obolibrary.org/obo/DMBA_15874>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"central amygdalar nucleus, capsular part"	<http://purl.obolibrary.org/obo/DMBA_15875>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intercalated amygdaloid nuclei"	<http://purl.obolibrary.org/obo/DMBA_15876>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of AStr"	<http://purl.obolibrary.org/obo/DMBA_15877>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"pallidal amygdala"	<http://purl.obolibrary.org/obo/DMBA_15878>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of APal"	<http://purl.obolibrary.org/obo/DMBA_15879>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of APal"	<http://purl.obolibrary.org/obo/DMBA_15880>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of APal"	<http://purl.obolibrary.org/obo/DMBA_15881>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"bed nucleus of stria terminalis, lateral amygdaloid division"	<http://purl.obolibrary.org/obo/DMBA_15882>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of APal"	<http://purl.obolibrary.org/obo/DMBA_15883>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"central amygdaloid nucleus, medial part"	<http://purl.obolibrary.org/obo/DMBA_15884>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of APal"	<http://purl.obolibrary.org/obo/DMBA_15885>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"diagonal amygdala"	<http://purl.obolibrary.org/obo/DMBA_15886>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of ADg"	<http://purl.obolibrary.org/obo/DMBA_15887>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of ADg"	<http://purl.obolibrary.org/obo/DMBA_15888>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of ADg"	<http://purl.obolibrary.org/obo/DMBA_15889>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"bed nucleus of the stria terminalis, medial amygdaloid division"	<http://purl.obolibrary.org/obo/DMBA_15890>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of ADg"	<http://purl.obolibrary.org/obo/DMBA_15891>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of ADg"	<http://purl.obolibrary.org/obo/DMBA_15892>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"hypothalamic amygdala"	<http://purl.obolibrary.org/obo/DMBA_15893>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of AHy"	<http://purl.obolibrary.org/obo/DMBA_15894>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of AHy"	<http://purl.obolibrary.org/obo/DMBA_15895>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of AHy"	<http://purl.obolibrary.org/obo/DMBA_15896>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of AHy"	<http://purl.obolibrary.org/obo/DMBA_15897>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of AHy"	<http://purl.obolibrary.org/obo/DMBA_15898>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial amygdala, posterodorsal part"	<http://purl.obolibrary.org/obo/DMBA_15899>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial amygdala, posteroventral part"	<http://purl.obolibrary.org/obo/DMBA_15900>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial amygdala, anterodorsal part"	<http://purl.obolibrary.org/obo/DMBA_15901>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial amygdala, anteroventral part"	<http://purl.obolibrary.org/obo/DMBA_15902>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"olfactory bulb, principal part"	<http://purl.obolibrary.org/obo/DMBA_15905>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of OB"	<http://purl.obolibrary.org/obo/DMBA_15906>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of OB"	<http://purl.obolibrary.org/obo/DMBA_15907>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of OB"	<http://purl.obolibrary.org/obo/DMBA_15908>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB granular layer"	<http://purl.obolibrary.org/obo/DMBA_15909>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB inner plexiform layer"	<http://purl.obolibrary.org/obo/DMBA_15910>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of OB"	<http://purl.obolibrary.org/obo/DMBA_15911>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB mitral cell layer"	<http://purl.obolibrary.org/obo/DMBA_15912>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB outer plexiform layer"	<http://purl.obolibrary.org/obo/DMBA_15913>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of OB"	<http://purl.obolibrary.org/obo/DMBA_15914>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB glomerular layer"	<http://purl.obolibrary.org/obo/DMBA_15915>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"OB olfactory fiber layer"	<http://purl.obolibrary.org/obo/DMBA_15916>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anterior olfactory area, ventral part"	<http://purl.obolibrary.org/obo/DMBA_15917>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of AOV"	<http://purl.obolibrary.org/obo/DMBA_15918>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of AOV"	<http://purl.obolibrary.org/obo/DMBA_15919>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of AOV"	<http://purl.obolibrary.org/obo/DMBA_15920>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of AOV"	<http://purl.obolibrary.org/obo/DMBA_15921>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of AOV"	<http://purl.obolibrary.org/obo/DMBA_15922>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 1 of AOV cortex"	<http://purl.obolibrary.org/obo/DMBA_15923>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 2 of AOV cortex"	<http://purl.obolibrary.org/obo/DMBA_15924>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 3 of AOV cortex"	<http://purl.obolibrary.org/obo/DMBA_15925>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external part of AOV"	<http://purl.obolibrary.org/obo/DMBA_15926>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"navicular nucleus"	<http://purl.obolibrary.org/obo/DMBA_15927>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventropallial prepiriform area"	<http://purl.obolibrary.org/obo/DMBA_15928>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of VPrP"	<http://purl.obolibrary.org/obo/DMBA_15929>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of VPrP"	<http://purl.obolibrary.org/obo/DMBA_15930>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of VPrP"	<http://purl.obolibrary.org/obo/DMBA_15931>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of VPrP"	<http://purl.obolibrary.org/obo/DMBA_15932>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"bed nucleus of the external capsule"	<http://purl.obolibrary.org/obo/DMBA_15933>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"dorsal endopiriform nucleus"	<http://purl.obolibrary.org/obo/DMBA_15934>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventral endopiriform nucleus"	<http://purl.obolibrary.org/obo/DMBA_15935>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of VPrP"	<http://purl.obolibrary.org/obo/DMBA_15936>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 1 of VPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15937>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 2 of VPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15938>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 3 of VPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15939>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventropallial amygdalopiriform area"	<http://purl.obolibrary.org/obo/DMBA_15940>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of the VAP"	<http://purl.obolibrary.org/obo/DMBA_15941>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of VAP"	<http://purl.obolibrary.org/obo/DMBA_15942>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of the VAP"	<http://purl.obolibrary.org/obo/DMBA_15943>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral amygdaloid nucleus"	<http://purl.obolibrary.org/obo/DMBA_15944>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"amygdalohippocampal area"	<http://purl.obolibrary.org/obo/DMBA_15945>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of the VAP"	<http://purl.obolibrary.org/obo/DMBA_15946>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"basomedial amygdaloid nucleus, anterior part"	<http://purl.obolibrary.org/obo/DMBA_15947>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"basomedial amygdaloid nucleus, posterior part"	<http://purl.obolibrary.org/obo/DMBA_15948>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of the VAP"	<http://purl.obolibrary.org/obo/DMBA_15949>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"posteromedial cortical amygdaloid area"	<http://purl.obolibrary.org/obo/DMBA_15950>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"nucleus of the lateral olfactory tract"	<http://purl.obolibrary.org/obo/DMBA_15951>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 3 of LOT"	<http://purl.obolibrary.org/obo/DMBA_15952>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 2 of LOT"	<http://purl.obolibrary.org/obo/DMBA_15953>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 1 of LOT"	<http://purl.obolibrary.org/obo/DMBA_15954>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"nucleus of the accessory olfactory tract"	<http://purl.obolibrary.org/obo/DMBA_15955>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of AOB"	<http://purl.obolibrary.org/obo/DMBA_15958>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of AOB"	<http://purl.obolibrary.org/obo/DMBA_15959>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of AOB"	<http://purl.obolibrary.org/obo/DMBA_15960>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, granular layer"	<http://purl.obolibrary.org/obo/DMBA_15961>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, internal plexiform layer"	<http://purl.obolibrary.org/obo/DMBA_15962>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of AOB"	<http://purl.obolibrary.org/obo/DMBA_15963>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, mitral cell layer"	<http://purl.obolibrary.org/obo/DMBA_15964>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, outer plexiform layer"	<http://purl.obolibrary.org/obo/DMBA_15965>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of AOB"	<http://purl.obolibrary.org/obo/DMBA_15966>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, glomerular layer"	<http://purl.obolibrary.org/obo/DMBA_15967>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"AOB, fiber layer"	<http://purl.obolibrary.org/obo/DMBA_15968>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anterior olfactory area, dorsal part"	<http://purl.obolibrary.org/obo/DMBA_15969>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of AOD"	<http://purl.obolibrary.org/obo/DMBA_15970>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of AOD"	<http://purl.obolibrary.org/obo/DMBA_15971>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of AOD"	<http://purl.obolibrary.org/obo/DMBA_15972>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of AOD"	<http://purl.obolibrary.org/obo/DMBA_15973>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of AOD"	<http://purl.obolibrary.org/obo/DMBA_15974>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 1 of AOD cortex"	<http://purl.obolibrary.org/obo/DMBA_15975>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 2 of AOD cortex"	<http://purl.obolibrary.org/obo/DMBA_15976>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 3 of AOD cortex"	<http://purl.obolibrary.org/obo/DMBA_15977>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external part of AOD"	<http://purl.obolibrary.org/obo/DMBA_15978>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateropallial prepiriform area"	<http://purl.obolibrary.org/obo/DMBA_15979>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular zone of LPrP"	<http://purl.obolibrary.org/obo/DMBA_15980>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"mantle zone of LPrP"	<http://purl.obolibrary.org/obo/DMBA_15981>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"periventricular stratum of LPrP"	<http://purl.obolibrary.org/obo/DMBA_15982>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"intermediate stratum of LPrP"	<http://purl.obolibrary.org/obo/DMBA_15983>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"claustrum"	<http://purl.obolibrary.org/obo/DMBA_15984>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial stratum of LPrP"	<http://purl.obolibrary.org/obo/DMBA_15985>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 1 of LPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15986>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 2 of LPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15987>
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"layer 3 of LPrP cortex"	<http://purl.obolibrary.org/obo/DMBA_15988>
